Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Limite 1,Limite 2,Distancia Recorrida,Evidencia,Link,Foto de Evidencia,Display,Formato de Anuncio,No,Anunciante(s),Cat,Campaña,Industria
2022,Quintana Roo,Julio,Cancún,Zona Hotelera,Centros Comerciales,Luxury Avenue,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Adbee7cde-ba11-4534-a76c-71ee4a8d5c62%5D%2Fanuncio_foto_23,,Mkt de guerrilla,Impreso,307,DOLCE & GABBANA,,Beauty Market,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Quintana Roo,Julio,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a718a43-c643-43a8-b3b4-92804c605418%5D%2Fanuncio_foto_33,,Panel de Pasillo,Digital,308,DOLCE & GABBANA,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_46,,Trabe,Impreso,309,DRIVE APP,,Paga el estacionamiento con tu celular,Bienes de Consumo Duradero
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_49,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A75a60b74-805c-4174-a197-9602084fc047%5D%2Fanuncio_foto_49,,Trabe,Impreso,310,DRIVE APP,,Paga el estacionamiento con tu celular,Bienes de Consumo Duradero
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab087a6fe-2735-4ec4-9eed-223182446621%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab087a6fe-2735-4ec4-9eed-223182446621%5D%2Fanuncio_foto_7,,Trabe,Impreso,311,DRIVE APP,,Paga el estacionamiento con tu celular,Bienes de Consumo Duradero
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_8,,Trabe,Impreso,312,DRIVE APP,,Branding,Bienes de Consumo Duradero
2022,CDMX,Julio,Coyoacán,Ampliación Pedregal De San Ángel,Centros Comerciales,Galerías Perisur,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_4,,Panel de Pasillo,Impreso,313,DYSON,,Dyson Supersonic,"Electronica, Electrodomesticos y Fotografias"
2022,CDMX,Julio,Coyoacán,Ampliación Pedregal De San Ángel,Centros Comerciales,Galerías Perisur,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_11,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa5df6dd4-bbab-4027-aa11-900b9f727ebf%5D%2Fanuncio_foto_11,,Panel de Pasillo,Impreso,314,DYSON,,Dyson Purifier cool,"Electronica, Electrodomesticos y Fotografias"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_38,,Banner flotante,Impreso,315,DYSON,,Dyson Purifier cool,"Electronica, Electrodomesticos y Fotografias"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_39,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_39,,Barandales,Impreso,316,DYSON,,Dyson Purifier cool,"Electronica, Electrodomesticos y Fotografias"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_15,,Barandales,Impreso,317,DYSON,,Dyson Purifier cool,"Electronica, Electrodomesticos y Fotografias"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_16,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_16,,Banner flotante,Impreso,318,DYSON,,Dyson Purifier cool,"Electronica, Electrodomesticos y Fotografias"
2022,Quintana Roo,Julio,Cancún,Plaza Las Américas,Centros Comerciales,Plaza Las Américas Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_1,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_1,,Muro Publicitario,Impreso,319,EDEL,,Branding,#N/A
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_6,,Banner de triple cara,Impreso,320,EL PALACIO DE HIERRO,,Hasta 50% de descuento,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_9,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A84b1fa54-0b64-4efc-9c3a-e9ef811c41ae%5D%2Fanuncio_foto_9,,Banner de triple cara,Impreso,321,EL PALACIO DE HIERRO,,Hasta 50% de descuento,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_18,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_18,,Banner de triple cara,Impreso,322,EL PALACIO DE HIERRO,,Hasta 50% de descuento,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_30,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_30,,Panel de pasillo,Impreso,323,EL PALACIO DE HIERRO,,Rebajas,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_31,,Trabe,Impreso,324,EL PALACIO DE HIERRO,,El huerto palacio,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_37,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_37,,Antetecho,Impreso,325,EL PALACIO DE HIERRO,,Branding,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_38,,Trabe,Digital,326,EL PALACIO DE HIERRO,,Wellmess Palacio,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_39,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_39,,Trabe,Impreso,327,EL PALACIO DE HIERRO,,El huerto palacio,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9220c767-35f2-44f8-b545-d4b2553bfae5%5D%2Fanuncio_foto_46,,Antetecho,Impreso,328,EL PALACIO DE HIERRO,,Branding,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_49,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_49,,Antetecho,Impreso,329,EL PALACIO DE HIERRO,,Branding,Centros Comerciales y Tiendas Departamentales
2022,CDMX,Julio,Benito Juárez,Santa Cruz Atoyac,Centros Comerciales,Plaza Universidad,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1377ee15-bfe7-4e0e-aa02-6f32881b861e%5D%2Fanuncio_foto_3,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1377ee15-bfe7-4e0e-aa02-6f32881b861e%5D%2Fanuncio_foto_3,,Muro Publicitario,Impreso,330,ELF COSMETICS,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Benito Juárez,Santa Cruz Atoyac,Centros Comerciales,Plaza Universidad,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1377ee15-bfe7-4e0e-aa02-6f32881b861e%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1377ee15-bfe7-4e0e-aa02-6f32881b861e%5D%2Fanuncio_foto_4,,Muro Publicitario,Impreso,331,ELF COSMETICS,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_50,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3f181d9-9176-4cd3-91cf-443ebef27c13%5D%2Fanuncio_foto_50,,Mkt de guerrilla,Impreso,332,EMPORIO ARMANI,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,CDMX,Julio,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa283e973-a680-492f-9e04-54e95564b7e6%5D%2Fanuncio_foto_4,,Mkt de guerrilla,Impreso,333,EMPORIO ARMANI,,Branding,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos"
2022,Jalisco,Julio,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilometros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0013c503-aa94-4a59-b643-cce3d4de8ed9%5D%2Fanuncio_foto_38,,Banner flotante,Digital,334,ENERGIZER,,Branding,#N/A
2022,Quintana Roo,Julio,Cancún,Plaza Las Américas,Centros Comerciales,Plaza Las Américas Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_5,,Trabe,Impreso,335,ENERGY FITNESS,,Branding,"Deportes, Gimnasios y Centros Deportivos"
2022,Quintana Roo,Julio,Cancún,Plaza Las Américas,Centros Comerciales,Plaza Las Américas Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_6,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c1bd2f9-30a0-4be8-b780-3447901ed7f6%5D%2Fanuncio_foto_6,,Banner elevador,Impreso,336,ENERGY FITNESS,,Branding,"Deportes, Gimnasios y Centros Deportivos"
2022,EDOMEX,Julio,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_43,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ade9ee964-920c-487a-bb33-19347e6719c1%5D%2Fanuncio_foto_43,,Muro Publicitario,Impreso,337,ENERGY FITNESS,,Branding,"Deportes, Gimnasios y Centros Deportivos"
2022,EDOMEX,Julio,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ace721b3c-e9b1-4be4-84bd-b75e96d628ac%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Jul+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ace721b3c-e9b1-4be4-84bd-b75e96d628ac%5D%2Fanuncio_foto_5,,Muro Publicitario,Impreso,338,ENERGY FITNESS,,Branding,"Deportes, Gimnasios y Centros Deportivos"
