Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Limite 1,Limite 2,Distancia Recorrida,Evidencia,Link,Foto de Evidencia,Display,Formato de Anuncio,ID,Anunciante(s),Campaña,Industria,Precio estimado,Fecha de Revisión,BUM
2022,CDMX,Mayo,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9995b051-6c4c-45cc-97a3-6d882c7e6d2b%5D%2Fanuncio_foto_29,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9995b051-6c4c-45cc-97a3-6d882c7e6d2b%5D%2Fanuncio_foto_29,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9995b051-6c4c-45cc-97a3-6d882c7e6d2b%5D%2Fanuncio_foto_29,Banner de Triple Cara,Impreso,160,APLAZO,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_13,,,Banner de triple cara,Impreso,161,APLAZO,VANS 10% DE DESCUENTO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_35,,,Banner de triple cara,Impreso,162,APLAZO,LOB 10% DE DESCUENTO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_37,,,Banner de triple cara,Impreso,163,APLAZO,MOBO 10% DE DESCUENTO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_2,,,Banner de triple cara,Impreso,164,APLAZO,MUMUSO 10% DE DESCUENTO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_19,,,Banner de triple cara,Impreso,165,APLAZO,MEN'S FASHIO 10% DE DESCUENTO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_27,,,Banner flotante,Digital,166,APLAZO,CREA TU CUENTA APLAZO,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_9,,,Banner de triple cara,Impreso,167,APLAZO,"ESTRENA HOY, PAGA EN 5 PLAZOS",,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_14,,,Banner de triple cara,Impreso,168,APLAZO,"ESTRENA HOY, PAGA EN 5 PLAZOS",Publicidad Local,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_34,,,Panel de Pasillo,Digital,169,APLAZO,"ESTRENA HOY, PAGA EN 5 PLAZOS",#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_38,,,Panel de Pasillo,Impreso,170,APLAZO,"ESTRENA HOY, PAGA EN QUINCENAS",#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_1,,,Banner de triple cara,Impreso,171,APLAZO,LOB,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_3,,,Banner de triple cara,Impreso,172,APLAZO,LOB,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_1,,,Banner de triple cara,Impreso,173,APLAZO,LOB,#N/A,,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Add8ec8d0-0953-48fe-8e7f-f247294b52f7%5D%2Fanuncio_foto_20,,,Banner de triple cara,Impreso,174,APLAZO,BORONI,#N/A,,,
2022,CDMX,Mayo,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_41,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_41,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_41,Panel de Pasillo,Impreso,175,APPLEBEE´S,2X1,"Restaurantes, Cafeterias y Comida Rapida",,,
2022,CDMX,Mayo,Benito Juárez,Narvarte,Centros Comerciales,Parque Delta,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_42,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_42,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2cc60af6-a2fe-4985-9d8f-c85ec9862e32%5D%2Fanuncio_foto_42,Panel de Pasillo,Impreso,176,APPLEBEE´S,BIG BANG BURGERS,"Restaurantes, Cafeterias y Comida Rapida",,,
2022,CDMX,Mayo,Benito Juárez,Santa Cruz Atoyac,Centros Comerciales,Plaza Universidad,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acfc2b02c-8198-4c36-8002-52fb0c02747c%5D%2Fanuncio_foto_34,,,Panel de Pasillo,Impreso,177,APPLEBEE´S,PROMOCION,"Restaurantes, Cafeterias y Comida Rapida",,,
2022,EDOMEX,Mayo,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acfac2955-eec2-4ccd-b3f9-0aabfc4f91b4%5D%2Fanuncio_foto_47,,,Muro Publicitario,Impreso,178,APPLEBEE´S,TODOS LOS DÍAS 2 X 1,"Restaurantes, Cafeterias y Comida Rapida",,,
2022,EDOMEX,Mayo,Tlalnepantla De Baz,Jardines De Santa Mónica,Centros Comerciales,Mundo E,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afa6ffab6-bc8f-46d3-8d46-1516086cea80%5D%2Fanuncio_foto_28,,,Muro Publicitario,Impreso,179,APPLEBEE´S,BEBIDAS TODOS LOS DÍAS $135,"Restaurantes, Cafeterias y Comida Rapida",,,
2022,Quintana Roo,Mayo,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5b298b3b-ff4e-4bcc-92f6-354bf85866bd%5D%2Fanuncio_foto_27,,,Espectacular,Impreso,180,AQUARIUM CANCUN,BRANDING,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos",,,
2022,Jalisco,Mayo,Guadalajara,Prados Del Nilo,Centros Comerciales,Fórum Tlaquepaque,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9c6540d3-1c4c-46ba-916a-742467bed475%5D%2Fanuncio_foto_27,,,Cajero de estacionamiento,Impreso,181,ARAM,BRANDING,#N/A,,,
2022,Nuevo León,Mayo,San Pedro Garza García,Zona San Agustín,Centros Comerciales,Fashion Drive,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A43b724e8-e393-4d9c-8da3-ad60711bb9df%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A43b724e8-e393-4d9c-8da3-ad60711bb9df%5D%2Fanuncio_foto_5,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A43b724e8-e393-4d9c-8da3-ad60711bb9df%5D%2Fanuncio_foto_5,Pantalla,Digital,182,AREMA TICKET,LA REVANCHA JORGE LOZANO,Eventos y Expos,,,
2022,CDMX,Mayo,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5d60198-312c-48f6-8172-1b3f2da45f90%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5d60198-312c-48f6-8172-1b3f2da45f90%5D%2Fanuncio_foto_7,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac5d60198-312c-48f6-8172-1b3f2da45f90%5D%2Fanuncio_foto_7,Panel de Pasillo,Impreso,183,ARMANI EXCHANGE,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos",,,
2022,Quintana Roo,Mayo,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5b298b3b-ff4e-4bcc-92f6-354bf85866bd%5D%2Fanuncio_foto_29,,,Muro Publicitario ,Impreso,184,ARMANI EXCHANGE,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos",,,
2022,Quintana Roo,Mayo,Cancún,La Isla,Centros Comerciales,La Isla Cancún,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5b298b3b-ff4e-4bcc-92f6-354bf85866bd%5D%2Fanuncio_foto_35,,,Banner,Impreso,185,ARMANI EXCHANGE,BRANDING,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos",,,
2022,CDMX,Mayo,Cuajimalpa De Morelos,Lomas De Santa Fe,Centros Comerciales,Centro Comercial Santa Fe,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A63ef5e05-32d6-48d2-843c-6d618ef6655f%5D%2Fanuncio_foto_16,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A63ef5e05-32d6-48d2-843c-6d618ef6655f%5D%2Fanuncio_foto_16,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A63ef5e05-32d6-48d2-843c-6d618ef6655f%5D%2Fanuncio_foto_16,Banner de Triple Cara,Impreso,186,ARTELL MODA EN TELAS,BRANDING,"Productos, Accesorios y Herramientas para Casa Habitacion",,,
2022,Jalisco,Mayo,Zapopan,Real Vallarta,Centros Comerciales,Galerías Guadalajara,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afaaed851-5361-4102-ad65-18665437411b%5D%2Fanuncio_foto_26,,,Muro Publicitario,Impreso,187,ARTPARK,BRANDING,"Cementos, Construcción e Inmobiliaria",,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_2,Barandales,Impreso,188,AT&T,ARMALO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_34,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_34,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_34,Muro Publicitario,Impreso,189,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,Muro Publicitario,Impreso,190,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,Valla,Impreso,191,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,Valla,Impreso,192,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aab2c30c3-e4a4-4a1c-8f13-d44c151107c2%5D%2Fanuncio_foto_46,Valla,Impreso,193,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_30,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_30,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_30,Muro Publicitario,Digital,194,AT&T,#CAMBIAELJUEGO,Telecomunicaciones,,,
2022,CDMX,Mayo,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,N/A,N/A,2 Kilómetros,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_43,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_43,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+May+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa9aacf50-c90d-4432-8585-7e7fde994ccc%5D%2Fanuncio_foto_43,Muro Publicitario,Digital,195,AT&T,5G,Telecomunicaciones,,,
