ID,Establecimiento,Razón Social,Actividad,Personal,Dirección,Municipio,Entidad,Municipio,Localidad,AGEB,Tel,E-mail,Sitio Web,Fijo/Semi,Lat,Lon,Fecha Alta,Referencia,Interes
7906188,VENTA DE MATERIALES,HARMAK DE MEXICO SA DE CV,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE BERNARDO QUINTANA #0, ZONA INDUSTRIAL BENITO JUAREZ, C.P. 76116",Querétaro,22,014,0001,0125,,INFO@HARMAK.COM,,Fijo,20.61991719,-100.4322233,2019-11,2201400010125,SI
9009656,VENTA DE MATERIALES PARA LA CONSTRUCCION DEL CASTILLO,,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE 2 PINO #9, COLONIA SAN SEBASTIAN, C.P. 76134",Querétaro,22,014,0001,4236,4421688907,,,Fijo,20.60609984,-100.4478058,2019-11,2201400014236,SI
8162458,VENTA DE MATERIALES PARA LA CONSTRUCCION DG MATERIALES,,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE MIGUEL HIDALGO #, COLONIA SANTA MARIA MAGDALENA, C.P. 76137",Querétaro,22,014,0107,3543,,,,Fijo,20.59543431,-100.4469752,2019-11,2201401073543,SI
8851313,VENTA DE MATERIALES PARA LA CONSTRUCCION SIN NOMBRE,,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE ZARAGOZA #, LOCALIDAD PIE DE GALLO, C.P. 76224",Querétaro,22,014,0075,2634,,,,Fijo,20.78473319,-100.4923015,2019-11,2201400752634,SI
3609681,VERA MATERIALES,,"Comercio al por mayor de cemento, tabique y grava",6 a 10 personas,"CALLE NARANJO #37, COLONIA LOS OLVERA, C.P. 76904",Corregidora,22,006,0019,0227,4422282189,VERAMATERIALES@YAHOO.COM.MX,,Fijo,20.53540255,-100.4061372,2010-07,2200600190227,SI
6381424,VISTA ALEGRE MATERIALES,,"Comercio al por mayor de cemento, tabique y grava",31 a 50 personas,"CALLE SAN MATEO ATENCO #108, COLONIA VISTA ALEGRE, C.P. 76090",Querétaro,22,014,0001,0587,,VAMSACV@HOTMAIL.COM,,Fijo,20.5741747,-100.3869288,2010-07,2201400010587,SI
8287482,VJ CONCRETOS Y MATERIALES,,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE JOSE UGALDE RODRIGUEZ #204, COLONIA CANDILES, C.P. 76903",Corregidora,22,006,0001,0689,,,,Fijo,20.54304089,-100.4045887,2019-11,2200600010689,SI
7931872,YPSA,YESO PINTURA Y ACABADOS SA DE CV,"Comercio al por mayor de cemento, tabique y grava",0 a 5 personas,"CALLE NINGUNO #7001, COLONIA CENTRO SUR, C.P. 76090",Querétaro,22,014,0001,2386,,YPASAQRO@YPASA.COM.MX,WWW.YPASA.COM.MX,Fijo,20.57393685,-100.3591782,2019-11,2201400012386,SI
3550954,ABACO ABASTECERA DE LA CONSTRUCCION,ABACO ABASTECEDORA DE LA CONSTRACCIÓN SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CARRETERA ESTATAL #418, RESIDENCIAL RES ITALIA, C.P. 76178",Querétaro,22,014,0001,1142,4426749362,ABACO2004@HOTMAIL.COM,,Fijo,20.58832056,-100.4206729,2011-03,2201400011142,SI
3550955,ABRACINTAS Y ADHESIVOS S DE RL DE CV,ABRACINTAS Y ADHESIVOS S DE RL DE CV,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"CALLE SENDA ETERNA #360, FRACCIONAMIENTO MILENIO III, C.P. 76160",Querétaro,22,014,0001,3469,,VENTAS@ABRACINTASYADHESIVOS.COM,WWW.ABRACINTASYADHESIVAS.COM,Fijo,20.59782767,-100.3494074,2010-07,2201400013469,SI
8720717,ABRASIVOS Y DIAMENTES INDUSTRIALES,ABRASIVOS Y DIAMENTES INDUSTRIALES ,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA ACCESO 3 #16, PARQUE INDUSTRIAL MICRO PARQUE INDUSTRIAL SANTIAGO, C.P. 76120",Querétaro,22,014,0001,0125,,,,Fijo,20.64443216,-100.4388218,2019-11,2201400010125,SI
7905909,ACABADOS FINOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CARRETERA SIN REFERENCIA #, COLONIA LOS ANGELES, C.P. 76908",Corregidora,22,006,0202,0015,4422256665,ACABADOSFINOS@GMAIL.COM,,Fijo,20.55151264,-100.4753716,2019-11,2200602020015,SI
8721148,ACCESORIOS Y VALVULAS HIDRAULICAS SA DE CV,ACCESORIOS Y VALVULAS HIDRAULICAS SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SANTA ROSA #807, FRACCIONAMIENTO FRACCIONAMIENTO SANTA MONICA SEGUNDA SECCION, C.P. 76138",Querétaro,22,014,0001,1763,,NP4571@GMAIL.COM,,Fijo,20.60366181,-100.4405268,2019-11,2201400011763,SI
3566276,ACEROS EL TIGRE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PLATEROS #197, COLONIA SAN PEDRITO PEÑUELAS 1, C.P. 76138",Querétaro,22,014,0001,1354,4422483134,,,Fijo,20.63949138,-100.3952454,2010-07,2201400011354,SI
3543929,ACEROS MORLET,,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"PROLONGACION PASTEUR #995, COLONIA LAZARO CARDENAS III, C.P. 76085",Querétaro,22,014,0001,3026,4422542696,ACEROSMORLET@PRODIGY.NET.MX,,Fijo,20.55676281,-100.3831993,2010-07,2201400013026,SI
3545095,ACEROS Y FERRETERIA VULCANO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE 33 #1010, COLONIA LOMAS DE CASA BLANCA, C.P. 76080",Querétaro,22,014,0001,0642,,HUGO.SERGIO.ROMERO@GMAIL.COM,,Fijo,20.56519173,-100.3931361,2014-12,2201400010642,SI
3586246,ACEROS Y PERFILES HERRERA,ACEROS Y PERFILES HERRERA SA DE CV,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"CALLE GUAYAQUIRI #302, COLONIA REVOLUCION, C.P. 76118",Querétaro,22,014,0001,2757,,,,Fijo,20.64283317,-100.4589532,2014-12,2201400012757,SI
3545354,ACEROS Y PERFILES SANTA MARIA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ALFREDO V. BONFIL #42, COLONIA SANTA MARIA MAGDALENA, C.P. 76137",Querétaro,22,014,0107,3539,4426793087,ACEROSYPERFILESSANTAMARIA@GMAIL.COM,WWW.ACEROSYPERFILESSANTAMARIA.COM.MX,Fijo,20.59230981,-100.4497964,2010-07,2201401073539,SI
9356510,AL13,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE POPOCATEPETL #599, COLONIA LOMA BONITA, C.P. 76118",Querétaro,22,014,0001,1566,,AL13CMGR@GMAIL.COM,,Fijo,20.65351879,-100.4508019,2021-05,2201400011566,SI
8193640,AMERICAN STANDARD STUDIO DISEÑO,,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,0 a 5 personas,"PROLONGACION BERNARDO QUINTANA #331, NINGUNO CENTRAL CAMIONERA CENTRO SUR, C.P. 76220",Querétaro,22,014,0001,2386,,STUDIOQRO@GMAIL.COM,,Fijo,20.57698166,-100.3607495,2019-11,2201400012386,SI
9196506,ARROVAZ,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"BOULEVARD BICENTENARIO #, COLONIA VILLAS DEL RINCON, C.P. 76087",Querétaro,22,014,0001,3045,,,,Fijo,20.55863187,-100.3724103,2019-11,2201400013045,SI
3595590,AZULEMEX,AZULEJERA JAMAM SA DE CV,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"AVENIDA LUIS PASTEUR #388, COLONIA VILLAS DEL SUR, C.P. 76040",Querétaro,22,014,0001,0515,,,,Fijo,20.58463656,-100.3850202,2014-12,2201400010515,SI
6382548,AZULEMEXQUERETARO,AZULEJERA JAMAM SA DE CV,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"AVENIDA LUIS PASTEUR #420, COLONIA VALLE ALAMEDA, C.P. 76040",Querétaro,22,014,0001,0515,,,,Fijo,20.58055991,-100.3834658,2010-07,2201400010515,SI
3606953,BIRLOS Y TORNILLOS SANTA ROSA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA INDEPENDENCIA #, COLONIA CENTRO, C.P. 76220",Querétaro,22,014,0108,2494,,,,Fijo,20.74624676,-100.4460755,2010-07,2201401082494,SI
3581681,BIRLOS Y TORNILLOS SANTA ROSA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE DURAZNOS #65, COLONIA LA CRUZ, C.P. 76220",Querétaro,22,014,0108,3134,,CASADELTORNILLO29@HOTMAIL.COM,,Fijo,20.73903237,-100.4424605,2014-12,2201401083134,SI
3560197,BISUTERIA Y FERRETERIA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CERRADA NINGUNO #0, COLONIA PLAZAS DEL SOL 3ERA SECCION, C.P. 76069",Querétaro,22,014,0001,2422,,,,Fijo,20.56983142,-100.3758633,2010-07,2201400012422,SI
9104517,BODEGA  SOLUCIONES ABRASIVOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA 5 DE FEBRERO #205, FRACCIONAMIENTO FRACC SANTIAGO, C.P. 76010",Querétaro,22,014,0001,1142,,,,Fijo,20.58902709,-100.4135102,2019-11,2201400011142,SI
8892380,BODEGA AUXILIAR DE HERRAMAQ,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA CERRO VIEJO #4, COLONIA VISTA ALEGRE, C.P. 76080",Querétaro,22,014,0001,0587,,,,Fijo,20.57538899,-100.3859958,2019-11,2201400010587,SI
3566277,BODEGA DE DISTRIBUIDORA HIDRAULICA DEL CENTRO,DISTRIBUIDORA HIDRAULICA DEL CENTRO SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE COCINERAS #10, COLONIA SAN PEDRITO PEÑUELAS I, C.P. 76138",Querétaro,22,014,0001,1354,4422208020,,,Fijo,20.63897161,-100.3954409,2010-07,2201400011354,SI
3610220,BODEGA DE MATERIALES LAS AMERICAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CERRO DEL PEÑON #, COLONIA LAS AMERICAS, C.P. 76121",Querétaro,22,014,0001,2136,,,,Fijo,20.62204752,-100.4185411,2010-07,2201400012136,SI
3584061,BODEGA DE SAMER,FERRE ACEROS SAMER SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PLATEROS #133, COLONIA SAN PEDRITO PEÑUELAS, C.P. 76148",Querétaro,22,014,0001,1354,,,,Fijo,20.63820411,-100.3951326,2014-12,2201400011354,SI
8891789,BODEGA FERRETERIA LA 27,FERRETERIA LA 27 ,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE LIBRAMIENTO SUR PONIENTE #324, COLONIA BOSQUES DE LA LOMA, C.P. 76087",Querétaro,22,014,0001,3505,,,,Fijo,20.55278042,-100.369202,2019-11,2201400013505,SI
8091434,BODEGA PARA GUARDAR CARROS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE HIMALAYA #, COLONIA LOMA BONITA, C.P. 76118",Querétaro,22,014,0001,2028,,,,Fijo,20.64144666,-100.4523908,2019-11,2201400012028,SI
8879793,BODEGA SIN NOMBRE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE OBREROS #262, COLONIA SAN PEDRITO PEÑUELAS, C.P. 76148",Querétaro,22,014,0001,1354,4422206349,,WWW.ACEROSSAMER.COM,Fijo,20.63777496,-100.3958139,2019-11,2201400011354,SI
3559149,BODEGAS FERRETERAS SOLUCIONES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CIRCUITO MOISES SOLANA #758, COLONIA PRADOS DEL MIRADOR, C.P. 76070",Querétaro,22,014,0001,1443,4422959188,FERRETERASOLUCIONES@GMAIL.COM,,Fijo,20.57191102,-100.3818749,2010-07,2201400011443,SI
8255933,CALENTADORES SOLARES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE BENITO JUAREZ #45, COLONIA EMILIANO ZAPATA, C.P. 76900",Corregidora,22,006,0001,0091,,,,Fijo,20.55278458,-100.4365583,2019-11,2200600010091,SI
8748921,CALENTADORES SOLARES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SANTIAGO DE QUITO #, COLONIA VILLAS DE SANTIAGO, C.P. 76148",Querétaro,22,014,0001,3350,4425744120,DJNEAD@MSN.COM,,Fijo,20.65694889,-100.3973875,2019-11,2201400013350,SI
3588320,CALENTADORES SOLARES BICENTENARIO,CALENTA SOLARE SOLARES BICENTENARIO ,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE Acceso 4 #0, PARQUE INDUSTRIAL BENITO JUAREZ, C.P. 76089",Querétaro,22,014,0001,0125,4422485341,JMONTEJANO@SOLARQRO.COM,WWW.SOLARQRO.COM,Fijo,20.6336026,-100.4386029,2014-12,2201400010125,SI
8748619,CALENTADORES SOLARES FRANTOR,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PIRINEOS #200, COLONIA LOMA BONITA, C.P. 76118",Querétaro,22,014,0001,0731,4423229620,,,Fijo,20.64252126,-100.4480231,2019-11,2201400010731,SI
6510830,CALIFORNIA CLOSETS,OPTIMIZACION DE ESPACIOS S DE RL DE CV,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas,0 a 5 personas,"BOULEVARD BERNARDO QUINTANA #160, COLONIA CARRETAS, C.P. 76050",Querétaro,22,014,0001,0464,,,WWW.CALIFORNIACLOSETS.COM,Fijo,20.59488321,-100.3709501,2016-01,2201400010464,SI
3567049,CARPE,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE ALBAÑILES #41, COLONIA PEÑUELAS, C.P. 76148",Querétaro,22,014,0001,2865,,,,Fijo,20.63261311,-100.398175,2010-07,2201400012865,SI
8045536,CARPIHERRAJES Y CARPINTERIA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA MONTE SACRO #101, COLONIA SAN PEDRITO LOS ARCOS, C.P. 76148",Querétaro,22,014,0001,3365,,,,Fijo,20.64902682,-100.4087174,2019-11,2201400013365,SI
3583120,CARPILEY PINTURAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MONTERREY #, COLONIA SAN JOSE EL ALTO, C.P. 76147",Querétaro,22,014,0101,3242,,,,Fijo,20.65922082,-100.3746759,2014-12,2201401013242,SI
3587990,CARPINTODO,COMERCIALIZADORA DIAVEC SA DE CV,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"AVENIDA AVENIDA DE LA LUZ #222, COLONIA SATELITE, C.P. 76110",Querétaro,22,014,0001,0106,,,,Fijo,20.63867923,-100.4479169,2014-12,2201400010106,SI
3565246,CASA DE MATERIALES VALENZUELA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE DE LA UNIDAD #7, COLONIA UNIDAD NACIONAL, C.P. 76148",Querétaro,22,014,0001,3524,4423491109,VALENZUELA6901@GMAIL.COM,,Fijo,20.65656814,-100.400432,2010-07,2201400013524,SI
8078685,CASA WILLIAMS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA PEÑUELAS #5, COLONIA FRACC VISTA 2000, C.P. 76125",Querétaro,22,014,0001,0816,,,,Fijo,20.62062779,-100.4016292,2019-11,2201400010816,SI
6853913,CEDIS TUVANOSA,TUBERIAS Y VALVULAS DEL NOROESTE SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA GUADALUPE SAN VIÑEDO #5, ZONA INDUSTRIAL PARQUE INDUSTRIAL LA MONTAÑA, C.P. 76908",Corregidora,22,006,0202,0015,,ROLANDO80020@HOTMAIL.COM,WWW.TUVANOSA.COM,Fijo,20.55420287,-100.4818176,2018-11,2200602020015,SI
3613826,CENTRAL DE CALENTADORES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA PEÑUELAS #102, FRACCIONAMIENTO EL PARQUE, C.P. 76148",Querétaro,22,014,0001,1405,4421524582,,,Fijo,20.62562862,-100.3996553,2010-07,2201400011405,SI
6715895,CENTRO DE ABASTO CERRAJERO,CENTRO DE ABASTO CERRAJERO SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MANUEL GUTIERREZ NAJERA #74, COLONIA CENTRO HISTORICO, C.P. 76000",Querétaro,22,014,0001,0322,4422122935,ABACERRA@PRODIGY.NET.MX,WWW.CENTRODEABASTOSCERRAJERO.COM,Fijo,20.59903445,-100.3858547,2016-01,2201400010322,SI
3559121,CENTRO DE SERVICIO BALDOVINOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION PASTEUR #210, COLONIA BUROCRATA, C.P. 76070",Querétaro,22,014,0001,1443,4421875677,,SUC-QROBALDOVINOS.COM.MX,Fijo,20.57408099,-100.3829065,2010-07,2201400011443,SI
8807023,CERRAJERIA KEYS FACTORY,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA NINGUNO #5501, COLONIA FRACC ORQUIDEAS, C.P. 76180",Querétaro,22,014,0001,0553,4421454601,,,Semifijo,20.57434911,-100.4085885,2019-11,2201400010553,SI
9264002,COMERCIALIZADORA AGUILA,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LA LUZ #1335, COLONIA CERRITO COLORADO, C.P. 76116",Querétaro,22,014,0001,1246,,,,Fijo,20.63305994,-100.4628605,2020-11,2201400011246,SI
9335314,COMERCIALIZADORA ALDCLAR,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE GENERAL ARTEAGA #, PARQUE INDUSTRIAL POLIGONO EMPRESARIAL SANTA ROSA JAUREGUI, C.P. ",Querétaro,22,014,0032,2460,,,,Fijo,20.82374176,-100.4727729,2021-05,2201400322460,SI
6738956,COMERCIALIZADORA DE TORNILLOS,COMERCIALIZADORA DE TORNILLOS ZUÑIGA SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA RIO AYUTLA #60, COLONIA LA PIEDAD, C.P. 76150",Querétaro,22,014,0001,1138,4424528218,,,Fijo,20.59652053,-100.4097741,2016-10,2201400011138,SI
8078205,COMERCIALIZADORA DIEB,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SENDA ETERNA #526, FRACCIONAMIENTO MILENIO 3A. SECCION, C.P. 76060",Querétaro,22,014,0001,3469,,DIEB.COMPRAS@GMAIL.COM,,Fijo,20.59440799,-100.3535353,2019-11,2201400013469,SI
9046325,COMERCIALIZADORA ELECTRICA INDUSTRIAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"BOULEVARD BERNARDO QUINTANA #27, COLONIA PATHE, C.P. 76020",Querétaro,22,014,0001,0337,4422236223,,,Fijo,20.59990778,-100.3758647,2019-11,2201400010337,SI
3591976,COMERCIALIZADORA INDUSTRIAL CASAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE JACARANDAS #, COLONIA MANUEL JURADO, C.P. 76138",Querétaro,22,014,0001,0182,,RECASAS@YAHOO.COM.MX,,Fijo,20.60890915,-100.4243352,2014-12,2201400010182,SI
3611943,COMERCIALIZADORA Y SUMINISTROS INDUSTRIALES,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LA LUZ #705, COLONIA GARAMBULLO, C.P. 76115",Querétaro,22,014,0001,2808,4424140511,,,Fijo,20.63544038,-100.4560171,2010-07,2201400012808,SI
3602293,COMERCIO AL POR MENOR EN FERRETERÍAS Y TLAPALERÍAS,TLAPALERIA EL RAYO ,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PRIVADA ABETO ORIENTE #3, COLONIA LOS OLVERA, C.P. 76904",Corregidora,22,006,0019,0227,4426155882,,,Fijo,20.53199194,-100.4087135,2014-12,2200600190227,SI
3610271,COMERCIO AL POR MENOR EN FERRETERÍAS Y TLAPALERÍAS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE COAHUILA #46, COLONIA OBRERA, C.P. 76130",Querétaro,22,014,0001,1250,,FERRETERAFERREGABSA@HOTMAIL.COM,,Fijo,20.61802388,-100.4268647,2010-07,2201400011250,SI
8806620,COMERSEQ OFICINAS COMERCIALES,,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE MADRID #52, COLONIA LA POPULAR, C.P. 76158",Querétaro,22,014,0001,1231,,,WWW.COMERCIALIZADORATEBAY.COM,Fijo,20.60815528,-100.3993474,2019-11,2201400011231,SI
3586735,COMPRAVENTA FERRETERIA DIEGO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LA LUZ #, COLONIA CERRITO COLORADO, C.P. 76116",Querétaro,22,014,0001,1509,4421551229,,,Fijo,20.63409272,-100.4598664,2014-12,2201400011509,SI
3592366,CONCRETA CEMENTOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA 5 DE FEBRERO #236, COLONIA SAN PABLO, C.P. 76130",Querétaro,22,014,0001,166A,4424036734,,,Fijo,20.61634001,-100.420742,2014-12,220140001166A,SI
7878814,CONDUCCIONES HIDRAHULICAS DE QUERETARO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PETIRROJO #, COLONIA LA UNION, C.P. 76085",Querétaro,22,014,0001,3007,,,,Fijo,20.55221841,-100.3869187,2019-11,2201400013007,SI
3564720,CONDUCCIONES HIDRAULICAS DE QUERÉTARO,,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE PASEO LAS PLAZAS #4, COLONIA LAS PLAZAS, C.P. 76180",Querétaro,22,014,0001,2390,4422153338,NANCAYE@HOTMAIL.COM,WWW.CODUCCIONESHIDRAULICASDEQUERETARO.COM.MX,Fijo,20.56955539,-100.4165133,2010-07,2201400012390,SI
6451061,CONSTRUFERRO MATERIALES LA UNIVERSAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"PROLONGACION PASTEUR #, COLONIA VISTAS DEL CIMATARIO, C.P. 76085",Querétaro,22,014,0001,3011,4422542478,,,Fijo,20.55243573,-100.3835905,2010-07,2201400013011,SI
6886719,CONSTRULANDIA,CONSTRULANDIA SA DE CV,Comercio al por menor en ferreterías y tlapalerías,11 a 30 personas,"CARRETERA FEDERAL 57 QUERETARO - SAN LUIS #0, COLONIA JURIQUILLA, C.P. 76900",Querétaro,22,014,0087,0021,,ABELINA.MAR@CONSTRULANDIA.COM,WWW.CONSTRULANDIA,Fijo,20.70160671,-100.4370111,2019-04,2201400870021,SI
6865557,CONSTRULANDIA,CONSTRULANDIA SA DE CV,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"BOULEVARD BERNARDO QUINTANA #7001, COLONIA CENTRO SUR, C.P. 76087",Querétaro,22,014,0001,2386,,ABELINA.MAR@CONSTRULANDIA.COM,WWW.CONSTRULANDI.COM,Fijo,20.57382861,-100.3581747,2019-04,2201400012386,SI
3593281,CORPORATIVO CYR QUERETARO,CORPORATIVO CYR QUERETARO ,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE OCEANO PACIFICO #104, COLONIA RES DEL VALLE, C.P. 76135",Querétaro,22,014,0001,2973,,,,Fijo,20.59531179,-100.4253013,2014-12,2201400012973,SI
3610450,DACHER,DACHER SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LA LUZ #154, COLONIA SATELITE, C.P. 76110",Querétaro,22,014,0001,0093,4423847117,DATCHER.ENRRIQUE@GMAIL.COM,WWW.DATCHERTORNILLOS.COM,Fijo,20.63907949,-100.4467837,2010-07,2201400010093,SI
3549824,DAMA TOOLS SA DE CV,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE SAN JOSE #113, COLONIA FELIPE CARRILLO PUERTO, C.P. 76138",Querétaro,22,014,0001,0182,,,,Fijo,20.60374967,-100.4209136,2010-07,2201400010182,SI
8078446,DANVER INDUSTRIAL,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE IGNACIO PEREZ #61, COLONIA CENTRO, C.P. 76000",Querétaro,22,014,0001,0411,,CLEANMACHINE2011@GMAIL.COM,,Fijo,20.5871325,-100.4000904,2019-11,2201400010411,SI
3586111,DEL BOULEVARD,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CALLE A MOMPANI #, COLONIA EL ROMERILLAL, C.P. 76118",Querétaro,22,014,0001,3331,4421992131,,,Fijo,20.64872335,-100.4673912,2014-12,2201400013331,SI
3588050,DEL BULEVAR,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DE LA LUZ #225, COLONIA COSMOS (SATELITE), C.P. 76110",Querétaro,22,014,0001,0106,,,,Fijo,20.63818411,-100.4481006,2014-12,2201400010106,SI
6771659,DISQRO S DE RL DE CV,DISQRO S DE RL DE CV ,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"AVENIDA AVENIDA DEL SOL #201, COLONIA PUERTAS DEL SOL II, C.P. 76113",Querétaro,22,014,0001,2206,1442220065,,,Fijo,20.61646933,-100.4471609,2016-10,2201400012206,SI
8092048,DISTRIBUCIONES HIDRAULICAS Y SANITARIOS,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE PLATEROS #176, COLONIA PEÑUELAS, C.P. 76148",Querétaro,22,014,0001,2865,,ENRIQUEGF16@GMAIL.COM,,Fijo,20.63435534,-100.3955668,2019-11,2201400012865,SI
8079129,DISTRIBUCIONES MEIQRO,,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE CERRO DEL SOMBRERETE #21, COLONIA LAS AMERICAS, C.P. 76121",Querétaro,22,014,0001,1119,,GRUPOMEIQRO@GMAIL.COM,WWW.GRUPOMEIQRO.COM,Fijo,20.6221678,-100.4114333,2019-11,2201400011119,SI
3557924,DISTRIBUIDORA DE ABRASIVOS Y HERRAMIENTAS TECABSA,TÉCNICOS EN ABRASIVOS SA DE CV,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE HERACLIO CABRERA #50, COLONIA EL ROSARIO, C.P. 76138",Querétaro,22,014,0001,1833,,TECNICOSENABRASIVOS@GMAIL.COM,,Fijo,20.58083814,-100.4174213,2010-07,2201400011833,SI
8632817,DISTRIBUIDORA DE EQUIPOS Y MATERIALES ELECTRICOS DE QUERETARO,DISTRIBUIDORA DE EQUIPOS Y MATERIALES ELECTRICOS DE QUERETARO S DE RL MI,Comercio al por menor en ferreterías y tlapalerías,0 a 5 personas,"CALLE MARIANO ESCOBEDO #252, MANZANA CENTRO, C.P. 76000",Querétaro,22,014,0001,0303,4422140452,,,Fijo,20.59326615,-100.4035125,2019-11,2201400010303,SI
3567417,DISTRIBUIDORA DE FERRETERIA SAMY,DISTRIBUIDORA DE FERRETERIA SAMY SA DE CV,Comercio al por menor en ferreterías y tlapalerías,6 a 10 personas,"CALLE LAGO GUADALUPE #110, COLONIA LOMAS DE SAN PABLO, C.P. 76130",Querétaro,22,014,0001,0816,4422537545,GERMAN_VERGARAMED@YAHOO.COM.MX,,Fijo,20.62092758,-100.4053445,2010-07,2201400010816,SI
